product_name,brand,category,price,rating,review_title,review_text,clean_text,review_date,verified_purchase,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_label,extracted_topics,n_topics
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,"Almost perfect, a few nitpicks","The app makes it easy to manage photos and videos from the glasses. USB-C charging is convenient, same cable as my phone.",app makes easy manage photos videos glasses usbc charging convenient cable phone,2024-10-04,False,0.4404,0.121,0.0,positive,电池续航|相机质量|充电方式|发热问题|App体验|设备兼容,6
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right","Video quality is solid for social media, not DSLR level but great for what it is. I use them mostly for audio and they easily last 6+ hours.",video quality solid social media dslr level great use mostly audio easily last hours,2025-01-26,False,0.8765,0.295,0.0,positive,电池续航|音频质量|相机质量|社会接受度,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,"Some good, some bad",Five microphones make a huge difference in noisy environments.,five microphones make huge difference noisy environments,2024-02-03,True,0.1531,0.23,0.17,positive,音频质量,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Decent but overpriced,People on calls complain about background noise despite multiple mics. Way too expensive for what it does. My phone does all this better.,people calls complain background noise despite multiple mics way expensive phone better,2023-11-08,False,0.2204,0.126,0.093,positive,AI语音|性价比,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Returning these,They look dorky. My partner refuses to be seen with me wearing them. Got banned from wearing them at a restaurant. Manager cited camera policy.,look dorky partner refuses seen wearing got banned wearing restaurant manager cited camera policy,2025-12-21,True,-0.6249,0.0,0.188,negative,佩戴舒适|相机质量|外观设计|旁观者隐私|社会接受度,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Expected more for the price,Got banned from wearing them at a restaurant. Manager cited camera policy. Not worth the price. Cool novelty but I went back to my regular glasses.,got banned wearing restaurant manager cited camera policy worth price cool novelty went back regular glasses,2025-06-29,False,-0.1737,0.064,0.128,negative,佩戴舒适|相机质量|旁观者隐私|性价比|社会接受度,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right","Call quality is excellent, people can't even tell I'm on glasses. Meta keeps adding new features through updates. The AI got way better.",call quality excellent people cant even tell glasses meta keeps adding new features updates got way better,2025-09-10,True,0.765,0.239,0.0,positive,音频质量|AI语音|软件更新,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,The app makes it easy to manage photos and videos from the glasses. Love capturing POV moments without pulling out my phone.,app makes easy manage photos videos glasses love capturing pov moments without pulling phone,2025-07-20,True,0.7964,0.262,0.0,positive,相机质量|发热问题|App体验,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Love these glasses!,"The prescription insert system works perfectly, no visual distortion.",prescription insert system works perfectly visual distortion,2025-06-01,True,0.4588,0.313,0.164,positive,处方镜片,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Good value for the price,"Love capturing POV moments without pulling out my phone. Fast charging is a lifesaver, 15 minutes gives me a few more hours.",love capturing pov moments without pulling phone fast charging lifesaver minutes gives hours,2024-12-15,True,0.8402,0.308,0.0,positive,电池续航,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right",The companion app is intuitive and well designed. The directional audio means people around me can't hear what I'm playing.,companion app intuitive well designed directional audio means people around cant hear playing,2024-04-02,True,0.4404,0.178,0.0,positive,佩戴舒适|音频质量|外观设计|App体验|导航翻译,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,"At only 53g these feel like regular sunglasses, not tech gadgets. The case protects them really well during travel.",feel like regular sunglasses tech gadgets case protects really well travel,2025-02-07,False,0.7346,0.31,0.0,positive,,0
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,Got positive reactions everywhere. People think they look cool.,got positive reactions everywhere people think look cool,2025-10-27,True,0.7096,0.457,0.0,positive,外观设计,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Solid product overall,The ultra-wide angle captures more of the scene than I expected. The teleprompter feature is incredible for presentations. Appreciate the granular privacy controls in the app.,ultrawide angle captures scene expected teleprompter feature incredible presentations appreciate granular privacy controls app,2025-04-18,True,0.4019,0.101,0.0,positive,相机质量|App体验|导航翻译|用户隐私,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right",Finally smart glasses that don't make you look like a cyborg. The case protects them really well during travel.,finally smart glasses dont make look like cyborg case protects really well travel,2025-06-06,True,0.8357,0.414,0.0,positive,外观设计,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Love these glasses!,"These pass the social acceptability test. I wear them everywhere. Battery lasts all day for my normal use — calls, music, a few photos. Rock solid Bluetooth connection. Never had a dropout.",pass social acceptability test wear everywhere battery lasts day normal use calls music photos rock solid bluetooth connection never dropout,2025-07-12,False,0.4019,0.125,0.0,positive,佩戴舒适|电池续航|音频质量|相机质量|发热问题|蓝牙稳定|社会接受度,7
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Exceeded my expectations,"Better battery life than I expected, easily gets through a workday.",better battery life expected easily gets workday,2025-08-10,True,0.6486,0.431,0.0,positive,电池续航,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,The LED recording light gives people fair notice when I'm filming. The directional audio means people around me can't hear what I'm playing.,led recording light gives people fair notice filming directional audio means people around cant hear playing,2024-02-13,True,0.4767,0.163,0.0,positive,佩戴舒适|音频质量|相机质量|AI语音|导航翻译|用户隐私,6
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,Open-ear speakers sound surprisingly good for music and podcasts.,openear speakers sound surprisingly good music podcasts,2024-02-12,True,0.6249,0.421,0.0,positive,佩戴舒适|音频质量,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,Software bugs from launch are still not fixed after 6 months. Voice recognition fails at least once every five commands. Love that they charge automatically when I put them in the case.,software bugs launch still fixed months voice recognition fails least every five commands love charge automatically put case,2025-09-29,False,0.34,0.12,0.08,positive,电池续航|AI语音|App体验|软件更新,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,The LED recording light gives people fair notice when I'm filming. Got so many compliments on how they look. Very stylish.,led recording light gives people fair notice filming got many compliments look stylish,2025-03-01,True,0.6461,0.217,0.0,positive,相机质量|外观设计|AI语音|用户隐私,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,"Almost perfect, a few nitpicks","Video quality is solid for social media, not DSLR level but great for what it is. Appreciate the granular privacy controls in the app.",video quality solid social media dslr level great appreciate granular privacy controls app,2025-01-14,False,0.8885,0.333,0.0,positive,相机质量|App体验|用户隐私|社会接受度,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Worth every penny,Better than I expected for the price. A great entry into smart glasses.,better expected price great entry smart glasses,2025-04-26,False,0.8658,0.548,0.0,positive,性价比,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Really good with minor issues,"Everything I need comes in the box, no extra purchases required. All AI features work perfectly in the US.",everything need comes box extra purchases required features work perfectly,2024-02-19,False,0.4588,0.188,0.098,positive,AI语音|App体验,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Disappointing,"Bought them while traveling in the US, came home and half the features disappeared. Scratched the lens within the first week despite being careful. At max volume it's still not loud enough for noisy environments.",bought traveling came home half features disappeared scratched lens within first week despite careful max volume still loud enough noisy environments,2023-12-07,True,-0.4667,0.0,0.136,negative,佩戴舒适|音频质量|处方镜片|做工耐用|App体验,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Exceeded my expectations,"Voice commands work reliably, even in moderately noisy environments. For 299 dollars this is a solid value considering all the features.",voice commands work reliably even moderately noisy environments dollars solid value considering features,2025-06-08,True,0.3182,0.176,0.075,positive,AI语音|性价比,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,Easy to get prescription lenses fitted at my local optician.,easy get prescription lenses fitted local optician,2025-06-18,True,0.4404,0.244,0.0,positive,处方镜片,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Really good with minor issues,These are the most comfortable smart glasses I've tried. Wore them for 6 hours straight. The app makes it easy to manage photos and videos from the glasses.,comfortable smart glasses ive tried wore hours straight app makes easy manage photos videos glasses,2024-02-06,True,0.8852,0.331,0.0,positive,佩戴舒适|电池续航|相机质量|发热问题|AI语音|App体验,6
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Worth every penny,"Build quality feels premium. The hinges are solid and smooth. The LED recording light gives people fair notice when I'm filming. The charging case is genius, I get about 3 full charges from it.",build quality feels premium hinges solid smooth led recording light gives people fair notice filming charging case genius get full charges,2023-11-02,True,0.2023,0.111,0.06,positive,电池续航|相机质量|做工耐用|充电方式|AI语音|App体验|用户隐私,7
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,No noticeable heat even after hours of use.,noticeable heat even hours use,2025-04-07,True,-0.296,0.0,0.239,negative,电池续航|发热问题,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,12MP camera takes surprisingly sharp photos in good lighting.,camera takes surprisingly sharp photos good lighting,2025-12-21,True,0.6249,0.421,0.0,positive,相机质量|发热问题,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Love these glasses!,All AI features work perfectly in the US. Bluetooth 5.3 makes the connection noticeably more stable than older glasses.,features work perfectly bluetooth makes connection noticeably stable older glasses,2025-10-30,True,0.7713,0.282,0.0,positive,AI语音|蓝牙稳定,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Love these glasses!,The case protects them really well during travel. The directional audio means people around me can't hear what I'm playing.,case protects really well travel directional audio means people around cant hear playing,2023-12-18,False,0.6697,0.276,0.0,positive,佩戴舒适|音频质量|导航翻译,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,"No noticeable heat even after hours of use. They look like normal Ray-Bans, nobody notices they're smart glasses.",noticeable heat even hours use look like normal raybans nobody notices theyre smart glasses,2023-12-31,False,0.4588,0.232,0.098,positive,电池续航|发热问题|外观设计,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,Setting up the glasses through the app took less than 5 minutes.,setting glasses app took less minutes,2023-12-23,True,0.0,0.0,0.0,neutral,App体验,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right",Finally smart glasses that don't give me a headache after 30 minutes. Better than I expected for the price. A great entry into smart glasses.,finally smart glasses dont give headache minutes better expected price great entry smart glasses,2025-01-23,True,0.9081,0.408,0.0,positive,视觉疲劳|性价比,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Exceeded my expectations,"Connects to my phone instantly every time I put them on. Apple Music, Audible, and Spotify all work great.",connects phone instantly every time put apple music audible spotify work great,2024-12-30,True,0.6249,0.194,0.0,positive,音频质量|App体验|第三方应用,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Worth every penny,The companion app is intuitive and well designed.,companion app intuitive well designed,2025-01-23,True,0.2732,0.231,0.0,positive,外观设计|App体验,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right",I feel in control of my data with the privacy settings available. Love the WhatsApp and Instagram integration.,feel control data privacy settings available love whatsapp instagram integration,2024-11-03,False,0.6369,0.208,0.0,positive,AI语音|App体验|用户隐私|第三方应用,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,I use them mostly for audio and they easily last 6+ hours. Nobody at work even realized they were smart glasses until I told them.,use mostly audio easily last hours nobody work even realized smart glasses told,2025-01-01,True,0.6249,0.195,0.0,positive,电池续航|音频质量,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,"Apple Music, Audible, and Spotify all work great.",apple music audible spotify work great,2025-05-08,True,0.6249,0.369,0.0,positive,音频质量|App体验|第三方应用,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,The app makes it easy to manage photos and videos from the glasses. No noticeable heat even after hours of use.,app makes easy manage photos videos glasses noticeable heat even hours use,2024-12-10,True,0.1779,0.12,0.091,positive,电池续航|相机质量|发热问题|App体验,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,1,Save your money,Feels ethically wrong wearing camera glasses in public without everyone knowing. After about 2 hours they start hurting behind my ears.,feels ethically wrong wearing camera glasses public without everyone knowing hours start hurting behind ears,2024-08-31,True,-0.7003,0.0,0.244,negative,佩戴舒适|电池续航|相机质量|社会接受度,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Good value for the price,Love asking it to identify things I see. It's like Shazam for the real world. Spotify integration works flawlessly through the glasses.,love asking identify things see like shazam real world spotify integration works flawlessly glasses,2025-02-21,True,0.8176,0.321,0.0,positive,AI语音|第三方应用,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Solid product overall,I feel in control of my data with the privacy settings available. Finally smart glasses that don't make you look like a cyborg.,feel control data privacy settings available finally smart glasses dont make look like cyborg,2025-05-26,True,0.6369,0.215,0.0,positive,外观设计|AI语音|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,"Sound leaks a lot at higher volumes, everyone around me can hear. The wake word triggers accidentally all the time, super annoying.",sound leaks lot higher volumes everyone around hear wake word triggers accidentally time super annoying,2025-08-05,True,-0.0516,0.144,0.189,negative,佩戴舒适|音频质量|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Solid product overall,Love that they charge automatically when I put them in the case. The app makes it easy to manage photos and videos from the glasses. All AI features work perfectly in the US.,love charge automatically put case app makes easy manage photos videos glasses features work perfectly,2025-10-05,True,0.9062,0.28,0.0,positive,电池续航|相机质量|发热问题|AI语音|App体验,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,1,Not worth it at all,"The speakers struggle in windy conditions, can barely hear anything. Got banned from wearing them at a restaurant. Manager cited camera policy.",speakers struggle windy conditions barely hear anything got banned wearing restaurant manager cited camera policy,2024-03-11,True,-0.6486,0.0,0.218,negative,佩戴舒适|音频质量|相机质量|旁观者隐私|社会接受度,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,"If you use the camera a lot, expect to charge multiple times a day. Got positive reactions everywhere. People think they look cool.",use camera lot expect charge multiple times day got positive reactions everywhere people think look cool,2023-11-17,True,0.7096,0.237,0.0,positive,电池续航|相机质量|外观设计,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,"Better battery life than I expected, easily gets through a workday. Appreciate the granular privacy controls in the app.",better battery life expected easily gets workday appreciate granular privacy controls app,2024-09-30,True,0.7906,0.364,0.0,positive,电池续航|App体验|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Mixed feelings,"Replaced my earbuds for walks and errands, the audio is that good. The weight distribution is excellent, no pressure points on my nose or ears. The wake word triggers accidentally all the time, super annoying.",replaced earbuds walks errands audio good weight distribution excellent pressure points nose ears wake word triggers accidentally time super annoying,2024-03-24,True,0.4588,0.219,0.198,positive,佩戴舒适|音频质量|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,I feel in control of my data with the privacy settings available.,feel control data privacy settings available,2024-07-21,True,0.0,0.0,0.0,neutral,AI语音|用户隐私,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Solid product overall,The design is sleek enough to wear daily without feeling awkward. No noticeable heat even after hours of use.,design sleek enough wear daily without feeling awkward noticeable heat even hours use,2024-05-24,True,0.2411,0.161,0.066,positive,佩戴舒适|电池续航|发热问题|外观设计|AI语音|社会接受度,6
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,Open-ear speakers sound surprisingly good for music and podcasts.,openear speakers sound surprisingly good music podcasts,2024-02-07,True,0.6249,0.421,0.0,positive,佩戴舒适|音频质量,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Exceeded my expectations,Love that they charge automatically when I put them in the case. The ultra-wide angle captures more of the scene than I expected. All AI features work perfectly in the US.,love charge automatically put case ultrawide angle captures scene expected features work perfectly,2024-11-24,False,0.8555,0.237,0.0,positive,电池续航|相机质量|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Really good with minor issues,Open-ear speakers sound surprisingly good for music and podcasts.,openear speakers sound surprisingly good music podcasts,2024-08-20,False,0.6249,0.421,0.0,positive,佩戴舒适|音频质量,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,"These are the most comfortable smart glasses I've tried. Wore them for 6 hours straight. Video quality is solid for social media, not DSLR level but great for what it is.",comfortable smart glasses ive tried wore hours straight video quality solid social media dslr level great,2023-10-24,True,0.893,0.337,0.0,positive,佩戴舒适|电池续航|相机质量|AI语音|社会接受度,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Very happy with these,"At only 46g these feel like regular sunglasses, not tech gadgets. The charging case is genius, I get about 3 full charges from it.",feel like regular sunglasses tech gadgets charging case genius get full charges,2025-10-06,True,0.1027,0.102,0.085,positive,电池续航|充电方式,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Worth every penny,Regular updates show the company is committed to the product.,regular updates show company committed product,2023-12-29,True,0.2732,0.189,0.0,positive,软件更新,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Great but not perfect,12MP camera takes surprisingly sharp photos in good lighting.,camera takes surprisingly sharp photos good lighting,2025-01-29,False,0.6249,0.421,0.0,positive,相机质量|发热问题,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,The LED recording light gives people fair notice when I'm filming. No noticeable heat even after hours of use. Love that software updates keep improving the experience months after purchase.,led recording light gives people fair notice filming noticeable heat even hours use love software updates keep improving experience months purchase,2024-08-08,True,0.7964,0.248,0.059,positive,电池续航|相机质量|发热问题|AI语音|App体验|软件更新|用户隐私,7
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,"Some good, some bad","Worth every penny. Replaced my earbuds, regular sunglasses, and a pocket camera. The nose pads are soft and don't leave marks. Really well designed.",worth every penny replaced earbuds regular sunglasses pocket camera nose pads soft dont leave marks really well designed,2025-09-22,False,0.5332,0.214,0.0,positive,佩戴舒适|相机质量|外观设计|性价比,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Disappointing,After about 2 hours they start hurting behind my ears.,hours start hurting behind ears,2024-06-22,True,-0.4019,0.0,0.252,negative,佩戴舒适|电池续航,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Decent but overpriced,Wish there were more style options. Only a few frames available. For 299 dollars this is a solid value considering all the features.,wish style options frames available dollars solid value considering features,2025-11-18,True,0.6908,0.271,0.0,positive,外观设计|AI语音|性价比,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,"Video quality is solid for social media, not DSLR level but great for what it is. USB-C charging is convenient, same cable as my phone.",video quality solid social media dslr level great usbc charging convenient cable phone,2025-04-12,True,0.7876,0.232,0.0,positive,电池续航|相机质量|充电方式|设备兼容|社会接受度,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,All AI features work perfectly in the US. Got so many compliments on how they look. Very stylish.,features work perfectly got many compliments look stylish,2024-03-14,True,0.8008,0.31,0.0,positive,外观设计|AI语音,2
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,Love capturing POV moments without pulling out my phone. Nobody at work even realized they were smart glasses until I told them.,love capturing pov moments without pulling phone nobody work even realized smart glasses told,2024-04-15,False,0.7845,0.266,0.0,positive,,0
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,"Considering what you get, the price is actually reasonable.",considering get price actually reasonable,2025-09-13,False,0.0,0.0,0.0,neutral,性价比,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,"The LED recording light gives people fair notice when I'm filming. Finally smart glasses that don't make you look like a cyborg. At only 39g these feel like regular sunglasses, not tech gadgets.",led recording light gives people fair notice filming finally smart glasses dont make look like cyborg feel like regular sunglasses tech gadgets,2025-01-11,True,0.8402,0.263,0.0,positive,相机质量|外观设计|AI语音|用户隐私,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Very happy with these,All AI features work perfectly in the US. 12MP camera takes surprisingly sharp photos in good lighting.,features work perfectly camera takes surprisingly sharp photos good lighting,2023-12-31,True,0.8519,0.399,0.0,positive,相机质量|发热问题|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,"Got banned from wearing them at a restaurant. Manager cited camera policy. Meta AI is impressively smart. It identified a plant species from a photo. Replaced my earbuds for walks and errands, the audio is that good.",got banned wearing restaurant manager cited camera policy meta impressively smart identified plant species photo replaced earbuds walks errands audio good,2024-01-17,True,0.6808,0.207,0.072,positive,佩戴舒适|音频质量|相机质量|发热问题|AI语音|旁观者隐私|社会接受度,7
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,"Almost perfect, a few nitpicks","Apple Music, Audible, and Spotify all work great.",apple music audible spotify work great,2025-06-02,True,0.6249,0.369,0.0,positive,音频质量|App体验|第三方应用,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Expected more for the price,"Photos look terrible in low light, lots of noise and blur. The wake word triggers accidentally all the time, super annoying.",photos look terrible low light lots noise blur wake word triggers accidentally time super annoying,2024-09-10,True,-0.6597,0.129,0.341,negative,相机质量|发热问题|外观设计|AI语音,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,"Replaced my earbuds for walks and errands, the audio is that good. Super lightweight, I forget I'm wearing them after a few minutes. Spotify integration works flawlessly through the glasses.",replaced earbuds walks errands audio good super lightweight forget wearing minutes spotify integration works flawlessly glasses,2025-03-16,True,0.7717,0.249,0.055,positive,佩戴舒适|音频质量|第三方应用,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,Plug and play with my Samsung phone. Just works via USB-C. Regular updates show the company is committed to the product.,plug play samsung phone works via usbc regular updates show company committed product,2025-04-05,True,0.5423,0.191,0.0,positive,充电方式|设备兼容|软件更新,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Decent but overpriced,Finally smart glasses that don't make you look like a cyborg. Love that they charge automatically when I put them in the case. Voice recognition fails at least once every five commands.,finally smart glasses dont make look like cyborg love charge automatically put case voice recognition fails least every five commands,2025-09-11,True,0.765,0.246,0.073,positive,电池续航|外观设计|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,1,Do not buy,Discovered they're using my video data to train AI. I didn't sign up for that.,discovered theyre using video data train didnt sign,2024-01-21,True,0.0,0.0,0.0,neutral,相机质量|AI语音|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,2,Returning these,"Camera quality is nowhere near my phone, feels like 2018 smartphone level. The case is bulky and doesn't fit in my pocket like regular glasses.",camera quality nowhere near phone feels like smartphone level case bulky doesnt fit pocket like regular glasses,2025-06-25,False,0.4386,0.172,0.072,positive,佩戴舒适|相机质量|外观设计,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Really good with minor issues,Connects to my phone instantly every time I put them on. Perfect for documenting moments naturally without disrupting the experience.,connects phone instantly every time put perfect documenting moments naturally without disrupting experience,2024-10-09,True,0.5719,0.171,0.0,positive,,0
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,"Regular updates show the company is committed to the product. Apple Music, Audible, and Spotify all work great.",regular updates show company committed product apple music audible spotify work great,2025-06-17,True,0.7351,0.279,0.0,positive,音频质量|App体验|软件更新|第三方应用,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,"Super lightweight, I forget I'm wearing them after a few minutes.",super lightweight forget wearing minutes,2025-08-05,True,0.4588,0.305,0.148,positive,佩戴舒适,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Good value for the price,These are the most comfortable smart glasses I've tried. Wore them for 6 hours straight. Love asking it to identify things I see. It's like Shazam for the real world.,comfortable smart glasses ive tried wore hours straight love asking identify things see like shazam real world,2025-09-02,True,0.9345,0.397,0.0,positive,佩戴舒适|电池续航|AI语音,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,"Appreciate the granular privacy controls in the app. Fast charging is a lifesaver, 15 minutes gives me a few more hours.",appreciate granular privacy controls app fast charging lifesaver minutes gives hours,2024-05-23,True,0.7579,0.277,0.0,positive,电池续航|App体验|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,1,Terrible experience,"It takes forever to respond sometimes, 5-10 seconds of dead silence. Translation only works online, useless when traveling without data.",takes forever respond sometimes seconds dead silence translation works online useless traveling without data,2024-01-04,True,-0.7964,0.0,0.283,negative,AI语音|导航翻译|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Very happy with these,The LED recording light gives people fair notice when I'm filming.,led recording light gives people fair notice filming,2025-11-11,False,0.3182,0.187,0.0,positive,相机质量|AI语音|用户隐私,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Game changer for daily life,12MP camera takes surprisingly sharp photos in good lighting. Setting up the glasses through the app took less than 5 minutes.,camera takes surprisingly sharp photos good lighting setting glasses app took less minutes,2025-06-19,True,0.6249,0.221,0.0,positive,相机质量|发热问题|App体验,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,4,Good value for the price,Spotify integration works flawlessly through the glasses.,spotify integration works flawlessly glasses,2025-12-14,True,0.2023,0.231,0.0,positive,第三方应用,1
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,3,Has potential but not there yet,"Finally smart glasses that don't make you look like a cyborg. The speakers struggle in windy conditions, can barely hear anything. Voice recognition fails at least once every five commands.",finally smart glasses dont make look like cyborg speakers struggle windy conditions barely hear anything voice recognition fails least every five commands,2025-10-22,True,0.0258,0.147,0.144,neutral,佩戴舒适|音频质量|外观设计|AI语音,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,The LED recording light gives people fair notice when I'm filming. Love that software updates keep improving the experience months after purchase.,led recording light gives people fair notice filming love software updates keep improving experience months purchase,2024-06-12,True,0.8519,0.329,0.0,positive,相机质量|AI语音|App体验|软件更新|用户隐私,5
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,My new favorite gadget,"Video quality is solid for social media, not DSLR level but great for what it is. Voice commands work reliably, even in moderately noisy environments. These pass the social acceptability test. I wear them everywhere.",video quality solid social media dslr level great voice commands work reliably even moderately noisy environments pass social acceptability test wear everywhere,2025-01-31,True,0.8201,0.23,0.049,positive,佩戴舒适|相机质量|AI语音|社会接受度,4
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Impressed beyond belief,Connects to my phone instantly every time I put them on.,connects phone instantly every time put,2024-03-30,False,0.0,0.0,0.0,neutral,,0
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,"Finally, smart glasses done right",The app makes it easy to manage photos and videos from the glasses.,app makes easy manage photos videos glasses,2023-12-09,True,0.4404,0.195,0.0,positive,相机质量|发热问题|App体验,3
Meta Ray-Ban Wayfarer,Meta,audio_camera,299,5,Best tech purchase this year,Connects to my phone instantly every time I put them on.,connects phone instantly every time put,2025-10-14,False,0.0,0.0,0.0,neutral,,0
